"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: d","Param: k","Param: m","Param: n"
"streamkm.bench.SqdistBench.sqdist:p1.00","sample",1,1,"63616,000000",NaN,"ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist","sample",1,1286191,"15,895267","0,693615","ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.00","sample",1,1,"0,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.50","sample",1,1,"0,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.90","sample",1,1,"42,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.95","sample",1,1,"42,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.99","sample",1,1,"42,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.999","sample",1,1,"42,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.9999","sample",1,1,"209,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p1.00","sample",1,1,"254976,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist","sample",1,1498463,"24,696443","0,547938","ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.00","sample",1,1,"0,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.50","sample",1,1,"41,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.90","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.95","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.99","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.999","sample",1,1,"83,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.9999","sample",1,1,"5208,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p1.00","sample",1,1,"81024,000000",NaN,"ns/op",50,,,
