"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: d","Param: k","Param: m","Param: n"
"streamkm.bench.SqdistBench.sqdist:p0.9999","sample",1,1,"167,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p1.00","sample",1,1,"76416,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist","sample",1,1253210,"19,646466","0,710469","ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.00","sample",1,1,"0,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.50","sample",1,1,"0,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.90","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.95","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.99","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.999","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.9999","sample",1,1,"8000,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p1.00","sample",1,1,"120704,000000",NaN,"ns/op",50,,,
